c,r,n,r2,m
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1611"",id: ""1611"",value: ""' 240 central park s. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1611"",id: ""1611"",value: ""' 240 central park s. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-632-5000"",name: ""` rainbow room '"",cuisine: ""` american ( new ) '"",label: ""a806"",id: ""806""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/632 -5000"",name: ""` rainbow room '"",cuisine: ""` or 212/632 -5100 american '"",label: ""a55"",id: ""55""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1609"",id: ""1609"",value: ""'95 ave. a '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-260-6660"",name: ""pisces"",cuisine: ""seafood"",label: ""a805"",id: ""805""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1609"",id: ""1609"",value: ""'95 ave. a '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1609"",id: ""1609"",value: ""'95 ave. a '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-724-8585"",name: ""picholine"",cuisine: ""mediterranean"",label: ""a804"",id: ""804""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/724 -8585"",name: ""picholine"",cuisine: ""mediterranean"",label: ""a53"",id: ""53""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-245-2214"",name: ""petrossian"",cuisine: ""russian"",label: ""a803"",id: ""803""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/245 -2214"",name: ""petrossian"",cuisine: ""french"",label: ""a52"",id: ""52""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-644-1900"",name: ""` park avenue cafe ( new york city ) '"",cuisine: ""` american ( new ) '"",id: ""802"",label: ""a802""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/644 -1900"",name: ""` park avenue cafe '"",cuisine: ""american"",label: ""a51"",id: ""51""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-759-5941"",name: ""oceana"",cuisine: ""seafood"",label: ""a801"",id: ""801""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/759 -5941"",name: ""oceana"",cuisine: ""seafood"",label: ""a50"",id: ""50""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1608"",id: ""1608"",value: ""' 239 w. broadway '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-219-2777"",name: ""montrachet"",cuisine: ""` french bistro '"",label: ""a800"",id: ""800""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1608"",id: ""1608"",value: ""' 239 w. broadway '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1608"",id: ""1608"",value: ""' 239 w. broadway '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1607"",id: ""1607"",value: ""'57 jane st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-627-8273"",name: ""` mi cocina '"",cuisine: ""mexican"",label: ""a799"",id: ""799""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1607"",id: ""1607"",value: ""'57 jane st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1607"",id: ""1607"",value: ""'57 jane st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1606"",id: ""1606"",value: ""' 102 fifth ave. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-807-7400"",name: ""` mesa grill '"",cuisine: ""southwestern"",label: ""a798"",id: ""798""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1606"",id: ""1606"",value: ""' 102 fifth ave. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1606"",id: ""1606"",value: ""' 102 fifth ave. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-754-6272"",name: ""march"",cuisine: ""` american ( new ) '"",id: ""797"",label: ""a797""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/754 -6272"",name: ""march"",cuisine: ""american"",id: ""46"",label: ""a46""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-371-7777"",name: ""` manhattan ocean club '"",cuisine: ""seafood"",label: ""a796"",id: ""796""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""' 212 / 371-7777 '"",name: ""` manhattan ocean club '"",cuisine: ""seafood"",id: ""45"",label: ""a45""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-752-2225"",name: ""lutece"",cuisine: ""` french ( classic ) '"",label: ""a795"",id: ""795""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/752 -2225"",name: ""lutece"",cuisine: ""french"",label: ""a44"",id: ""44""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-339-6719"",name: ""` lespinasse ( new york city ) '"",cuisine: ""asian"",id: ""794"",label: ""a794""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/339 -6719"",name: ""lespinasse"",cuisine: ""american"",label: ""a43"",id: ""43""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1605"",id: ""1605"",value: ""' 155 w. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-484-5113"",name: ""` les celebrites '"",cuisine: ""` french ( classic ) '"",label: ""a793"",id: ""793""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1605"",id: ""1605"",value: ""' 155 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1605"",id: ""1605"",value: ""' 155 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f905"",id: ""905"",value: ""' 155 w. 51st st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-489-1515"",name: ""` le bernardin '"",cuisine: ""seafood"",label: ""a792"",id: ""792""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f905"",id: ""905"",value: ""' 155 w. 51st st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/489 -1515"",name: ""` le bernardin '"",cuisine: ""french"",label: ""a41"",id: ""41""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f905"",id: ""905"",value: ""' 155 w. 51st st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f905"",id: ""905"",value: ""' 155 w. 51st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f905"",id: ""905"",value: ""' 155 w. 51st st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f905"",id: ""905"",value: ""' 155 w. 51st st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1604"",id: ""1604"",value: ""'60 w. 55th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-688-6525"",name: ""` la cote basque '"",cuisine: ""` french ( classic ) '"",label: ""a791"",id: ""791""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1604"",id: ""1604"",value: ""'60 w. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1604"",id: ""1604"",value: ""'60 w. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f903"",id: ""903"",value: ""'33 w. 55th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-586-4252"",name: ""` la caravelle '"",cuisine: ""` french ( classic ) '"",label: ""a790"",id: ""790""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f903"",id: ""903"",value: ""'33 w. 55th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/586 -4252"",name: ""` la caravelle '"",cuisine: ""french"",label: ""a39"",id: ""39""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f903"",id: ""903"",value: ""'33 w. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f903"",id: ""903"",value: ""'33 w. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f903"",id: ""903"",value: ""'33 w. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f903"",id: ""903"",value: ""'33 w. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f902"",id: ""902"",value: ""' 160 e. 64th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-223-5656"",name: ""` jo jo '"",cuisine: ""` french bistro '"",label: ""a789"",id: ""789""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f902"",id: ""902"",value: ""' 160 e. 64th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/223 -5656"",name: ""` jo jo '"",cuisine: ""american"",label: ""a38"",id: ""38""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f902"",id: ""902"",value: ""' 160 e. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f902"",id: ""902"",value: ""' 160 e. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f902"",id: ""902"",value: ""' 160 e. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f902"",id: ""902"",value: ""' 160 e. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f901"",id: ""901"",value: ""' 402 w. 44th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-765-1737"",name: ""` island spice '"",cuisine: ""caribbean"",label: ""a788"",id: ""788""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f901"",id: ""901"",value: ""' 402 w. 44th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/765 -1737"",name: ""` island spice '"",cuisine: ""` tel caribbean '"",label: ""a37"",id: ""37""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f901"",id: ""901"",value: ""' 402 w. 44th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f901"",id: ""901"",value: ""' 402 w. 44th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f901"",id: ""901"",value: ""' 402 w. 44th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f901"",id: ""901"",value: ""' 402 w. 44th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1603"",id: ""1603"",value: ""'42 e. 20th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-477-0777"",name: ""` gramercy tavern '"",cuisine: ""` american ( new ) '"",label: ""a787"",id: ""787""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1603"",id: ""1603"",value: ""'42 e. 20th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})",[:IN_CITY],"(:Address {label: ""f1603"",id: ""1603"",value: ""'42 e. 20th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
